158,The Seafood Octovigintet,Mexican,cheap,Greenwich Village,8:52,20:30,2.2,1
159,Mama Mia's Pizzeria,Korean,medium,Park Slope,6:23,22:36,2.1,1
160,The Seafood Quartet,French,medium,Williamsburg,8:05,22:19,1.6,0
161,The Smoothie Shack,Mexican,expensive,Long Island City,11:32,17:49,3.1,0
162,The Cheesy Grill,Italian,cheap,Inwood,8:42,20:24,1.4,1
163,The Seafood Sextet,Korean,medium,Astoria,6:20,18:41,1.7,1
164,The Falafel House,Mediterranean,medium,Williamsburg,8:40,17:15,1.8,0
165,The Kebab Kitchen,Thai,medium,Williamsburg,8:05,19:18,4.8,0
166,The Seafood Trevigintet,Japanese,expensive,Greenwich Village,6:59,17:30,2.9,1
167,The Fish Market,Japanese,cheap,Astoria,11:32,18:23,1.9,0
168,The Seafood Trigintet,Italian,medium,Astoria,8:05,18:42,1.2,0
169,The Seafood Sextet,Mexican,medium,Long Island City,11:42,21:08,3.9,1
170,The Veggie Patch,Greek,medium,Greenwich Village,8:50,22:44,4.8,0
171,The Veggie Patch,Japanese,cheap,Sunset Park,10:29,17:24,2.2,1
172,The Seafood Octovigintet,Chinese,cheap,Sunset Park,9:10,21:34,4.7,0
173,The Lobster Roll,French,expensive,Astoria,7:44,23:11,3.7,0
174,Burger Bonanza,Italian,medium,Astoria,9:39,18:48,4.8,0
175,The Burrito Bowl,Indian,cheap,Harlem,8:54,23:07,3.2,0
176,The Fish Fry,Italian,expensive,Park Slope,8:26,20:00,1.7,0
177,The Seafood Decet,Greek,medium,Long Island City,11:43,18:14,4.4,1
178,The Seafood Boil,Japanese,expensive,Park Slope,9:27,22:56,2,1
179,The Seafood Quintet,Greek,expensive,Upper East Side,8:23,20:31,2.1,0
180,The Seafood Spread,Japanese,cheap,Inwood,11:37,17:23,4.8,1
181,The Seafood Sextet,Greek,expensive,Williamsburg,8:41,22:10,3.9,1
182,The Pasta Place,Mediterranean,medium,Sunset Park,9:53,23:39,4.7,0
183,The Seafood Sexvigintet,Japanese,expensive,Upper East Side,10:32,20:54,4.5,1
184,The Oyster Bar,French,medium,Greenwich Village,10:53,19:34,2.7,1
185,Seafood Sensations,Indian,medium,Williamsburg,8:21,17:15,2,1
186,The Seafood Boil,Japanese,medium,Inwood,6:06,21:14,1.5,1
187,The Seafood Quintet,Mexican,cheap,Williamsburg,8:06,17:34,3.6,1
188,The Cozy Cafe,Greek,medium,Astoria,9:18,19:07,3.2,0
189,The Veggie Patch,Japanese,expensive,Park Slope,7:08,17:37,3.9,0
190,The Seafood Trevigintet,Korean,cheap,Upper East Side,9:14,19:08,3.5,0
191,The Seafood Sampler,French,medium,Bushwick,9:13,19:47,1.8,1
192,The Falafel House,Greek,medium,Harlem,6:26,17:41,3.2,1
193,The Seafood Trio,Indian,cheap,Harlem,6:16,20:05,3.7,0
194,The Seafood Quattuordecet,Mexican,cheap,Upper East Side,10:31,22:45,1.2,1
195,The Cozy Cafe,Indian,medium,Long Island City,10:20,17:23,1.3,1
196,The Seafood Vigintet,Italian,medium,Harlem,10:23,17:55,1.6,0
197,Seafood Sensations,Mediterranean,cheap,Bushwick,8:25,20:56,1.5,1
198,The Seafood Trigintet,Mediterranean,medium,Inwood,6:30,20:51,3,1
199,The Seafood Trio,Mediterranean,cheap,Bushwick,7:45,23:18,5,1
200,The Juice Bar,French,medium,Sunset Park,8:38,20:07,2,0
201,Seafood Sensations,Indian,medium,Sunset Park,9:35,18:00,3.2,1
202,The Tapas Tavern,Italian,medium,Greenwich Village,11:06,19:44,4.1,1
203,The Seafood Sextet,Mediterranean,medium,Williamsburg,7:28,22:46,2.9,1
204,BBQ Barn,French,expensive,Inwood,7:02,18:47,4.8,0
205,The Hot Dog Stand,Chinese,cheap,Astoria,11:44,23:20,2.8,0
206,The Seafood Vigintet,Greek,expensive,Harlem,6:51,20:23,2.6,1
207,Seafood Sensations,Chinese,expensive,Inwood,7:02,23:35,1.5,0
208,The Seafood Grill,Italian,medium,Upper East Side,8:51,17:55,4.4,0
209,The Cozy Cafe,Japanese,medium,Greenwich Village,6:34,23:52,1.8,0
210,The Oyster Bar,Korean,cheap,Harlem,8:26,18:47,2.1,0
211,Sizzling Sushi,Greek,cheap,Greenwich Village,10:38,19:17,4.4,0
212,The Seafood Sexvigintet,Italian,expensive,Long Island City,6:39,18:17,4.6,1
213,Pizza Palace,Thai,medium,Williamsburg,7:03,21:33,1.7,0
214,The Curry House,Japanese,cheap,Bushwick,9:24,19:27,4.7,1
215,The Seafood Sexdecet,Korean,cheap,Williamsburg,10:37,22:50,1.8,0
216,The Seafood Septenvigintet,Italian,cheap,Harlem,10:37,19:05,4.4,1
217,The Ramen House,Indian,cheap,Park Slope,11:07,23:54,2.4,1
218,The Seafood Quindecet,Greek,cheap,Inwood,10:10,20:05,2.2,1
219,The Seafood Platter,Mexican,medium,Park Slope,10:24,22:35,1.9,0
220,The Seafood Tower,Indian,expensive,Harlem,8:37,21:59,3.3,1
221,The Seafood Boil,Italian,cheap,Williamsburg,8:30,23:57,3,1
222,The Smoothie Shack,French,medium,Park Slope,7:38,22:52,2.4,1
223,The Seafood Duodecet,Japanese,cheap,Sunset Park,8:24,23:41,1.1,1
224,The Seafood Octodecet,Japanese,cheap,Long Island City,10:12,17:49,1.6,0
225,The Seafood Quattuorvigintet,French,medium,Williamsburg,7:38,22:14,4.4,0
226,Taco Time,Indian,medium,Sunset Park,8:47,23:52,4.8,1
227,BBQ Barn,French,cheap,Upper East Side,9:10,17:56,2.9,1
228,The Sandwich Shop,Mediterranean,cheap,Harlem,7:16,20:20,1.1,0
229,The Pasta Place,Mediterranean,expensive,Long Island City,10:11,23:40,2.3,0
230,BBQ Barn,Chinese,medium,Williamsburg,9:20,17:28,1.8,0
231,The Sushi Bar,Italian,cheap,Bushwick,10:52,20:58,3,0
232,The Pita Pit,Chinese,expensive,Williamsburg,11:58,21:52,4.1,0
233,The Seafood Quindecet,Greek,medium,Bushwick,8:08,22:33,4.3,1
234,The Hungry Panda,Korean,expensive,Long Island City,7:28,20:36,3.4,0
235,The Seafood Grill,Mediterranean,medium,Bushwick,11:42,23:56,3.9,0
236,The Fish Market,French,cheap,Harlem,6:57,18:04,2.2,1
237,The Donut Den,Italian,expensive,Harlem,9:47,19:05,4.4,1
238,The Shrimp Shack,Mexican,cheap,Park Slope,9:09,20:27,1.5,0
239,The Shrimp Shack,Japanese,medium,Williamsburg,7:23,20:00,3.8,0
240,The Pita Pit,Mediterranean,medium,Harlem,11:02,17:46,1.9,1
241,The Lobster Roll,Mediterranean,medium,Sunset Park,6:53,17:18,4.7,0
242,Crispy Chicken Co.,Thai,expensive,Inwood,6:12,18:32,4.3,0
243,The Burrito Bowl,Chinese,cheap,Astoria,8:47,23:33,3.4,1
244,The Seafood Quindecet,Chinese,medium,Bushwick,11:40,21:51,3.7,1
245,The Hot Dog Stand,Korean,expensive,Harlem,9:11,17:27,1.4,1
246,The Lobster Lounge,French,cheap,Sunset Park,7:50,20:34,3.3,1
247,The Curry House,Japanese,expensive,Park Slope,10:45,23:13,3.4,0
248,The Seafood Octovigintet,Mexican,cheap,Harlem,6:47,21:48,1.3,1
249,The Seafood Quartet,Chinese,cheap,Long Island City,6:11,22:31,1.1,0
250,The Pho Place,Italian,cheap,Upper East Side,6:39,20:00,2.1,0
251,The Sandwich Shop,Greek,cheap,Inwood,11:33,19:56,2.6,0
252,The Seafood Boil,Thai,expensive,Williamsburg,11:53,20:04,4.5,1
253,The Seafood Novemdecet,French,medium,Greenwich Village,7:27,22:55,2,0
254,The Seafood Quattuordecet,Korean,medium,Astoria,11:27,18:03,5,1
255,Burger Bonanza,Indian,cheap,Williamsburg,7:04,21:14,2.2,1
256,The Seafood Novemdecet,Mediterranean,expensive,Astoria,10:29,17:39,1.7,1
257,The Seafood Duet,Chinese,expensive,Park Slope,10:02,20:49,2.7,1
258,Taco Time,Indian,medium,Inwood,11:32,18:01,4.5,0
259,The Seafood Duodecet,French,expensive,Greenwich Village,10:30,17:36,2.1,0
260,The Seafood Quattuordecet,Chinese,expensive,Park Slope,9:12,23:35,3.6,0
261,Sizzling Sushi,Thai,expensive,Bushwick,9:30,20:04,1.9,0
262,The Seafood Spread,Chinese,expensive,Long Island City,9:32,20:38,4,0
263,The Seafood Grill,Mediterranean,medium,Greenwich Village,7:43,23:42,1.2,1
264,The Seafood Quartet,Thai,expensive,Upper East Side,11:31,21:42,3.5,0
265,The Spice Hut,Mediterranean,expensive,Astoria,8:38,22:32,3.7,1
266,The Sweet Tooth,Italian,medium,Williamsburg,8:22,19:43,1.9,0
267,The Sushi Bar,Mexican,cheap,Inwood,11:35,23:11,2,1
268,The Seafood Novemvigintet,French,medium,Long Island City,7:56,18:36,1.2,0
269,The Burrito Bowl,French,expensive,Sunset Park,11:59,19:40,4.6,0
270,The Lobster Roll,Mediterranean,expensive,Astoria,8:59,19:25,3.9,0
271,The Salad Spot,Chinese,medium,Sunset Park,10:02,20:15,3.8,1
272,The Seafood Buffet,Chinese,cheap,Bushwick,7:41,18:08,4.1,0
273,The BBQ Joint,Italian,medium,Bushwick,7:37,21:02,1.8,1
274,The Cozy Cafe,Japanese,cheap,Sunset Park,8:40,21:30,1.5,1
275,The Cozy Cafe,Korean,cheap,Sunset Park,6:09,23:43,3.9,0
276,The Seafood Trigintet,Chinese,cheap,Astoria,6:30,20:22,4.4,0
277,The Seafood Nonet,Mexican,cheap,Bushwick,7:22,23:38,2.1,1
278,Seafood Sensations,French,cheap,Greenwich Village,11:02,20:35,1.6,0
279,The Seafood Decet,Indian,expensive,Bushwick,6:45,21:15,1.8,1
280,Mama Mia's Pizzeria,Mediterranean,cheap,Inwood,6:36,17:54,2.5,0
281,The Seafood Platter,Greek,cheap,Bushwick,9:20,17:37,3.3,1
282,The Seafood Octodecet,Greek,cheap,Astoria,11:26,21:56,5,0
283,The Seafood Quindecet,Chinese,expensive,Greenwich Village,7:28,23:07,4.9,1
284,The Donut Den,Mediterranean,cheap,Long Island City,9:38,21:15,2.8,1
285,The Salad Spot,Indian,expensive,Astoria,6:38,20:26,1.9,0
286,The Bistro,Indian,medium,Astoria,8:07,23:21,2,0
287,The Seafood Boil,Indian,expensive,Upper East Side,9:03,18:30,2.3,1
288,The Juice Bar,Japanese,medium,Williamsburg,8:35,19:37,3.1,1
289,The Seafood Octovigintet,Chinese,medium,Inwood,8:44,18:53,2.6,1
290,The Gyro Grill,Chinese,cheap,Astoria,11:45,23:35,2.2,1
291,The Gyro Grill,Greek,cheap,Long Island City,11:33,17:06,1,1
292,The Seafood Trigintet,French,cheap,Inwood,6:21,21:55,2.4,0
293,The Seafood Sexdecet,Thai,expensive,Williamsburg,6:49,23:36,1.2,1
294,The Gyro Grill,Chinese,expensive,Williamsburg,8:35,17:20,4.1,1
295,The Seafood Grill,Japanese,expensive,Greenwich Village,9:34,21:02,3,0
296,Burger Bonanza,Greek,expensive,Greenwich Village,8:04,22:37,2.6,0
297,The Seafood Buffet,Indian,expensive,Inwood,6:20,21:32,4.5,1
298,The Sushi Bar,Thai,expensive,Upper East Side,7:22,21:04,2.2,1
299,The Sandwich Shop,Greek,expensive,Park Slope,6:51,21:55,2.7,1
300,The Seafood Platter,Mediterranean,expensive,Inwood,8:00,20:42,4,1
301,The Sweet Tooth,Indian,expensive,Long Island City,9:07,19:18,3.9,1
302,The Seafood Novemdecet,Japanese,cheap,Bushwick,10:46,19:02,4.2,0
303,The Seafood Spread,Chinese,medium,Astoria,9:43,23:14,3,0
304,The Cheesy Grill,Thai,medium,Long Island City,10:41,18:44,1.6,1
305,The Seafood Duet,French,cheap,Long Island City,9:02,19:40,4.3,1
306,The Seafood Quintet,Mexican,medium,Sunset Park,7:20,21:17,3.4,1
307,The Seafood Octet,Chinese,medium,Park Slope,9:20,17:02,3.7,1
308,The Seafood Duet,French,expensive,Williamsburg,11:43,23:17,3.1,0
309,BBQ Barn,Korean,medium,Park Slope,6:12,21:27,3.4,0
310,The Hot Dog Stand,Korean,cheap,Harlem,6:25,22:27,1.9,0
311,The Bistro,Indian,medium,Upper East Side,6:33,19:11,4.3,1
312,The Seafood Quattuordecet,Chinese,cheap,Astoria,8:29,22:52,4.4,1
313,The Seafood Boil,Indian,expensive,Long Island City,10:05,21:09,1.2,1
314,Sizzling Sushi,Greek,expensive,Greenwich Village,11:18,22:35,3.4,0
315,The Seafood Tredecet,Greek,medium,Sunset Park,7:14,17:34,2.1,0
316,The Pho Place,Chinese,medium,Bushwick,10:03,23:09,1.6,0
317,The Seafood Duet,Italian,cheap,Harlem,11:26,20:22,2.8,0
318,The Dim Sum Spot,Mediterranean,expensive,Bushwick,11:06,21:33,4,0
319,The Sweet Tooth,Italian,cheap,Astoria,6:09,22:03,2.7,1
320,The Wok Stop,Italian,cheap,Williamsburg,9:53,21:27,1.5,1
321,The Coffee Corner,Mexican,cheap,Williamsburg,11:20,23:52,1.8,0
322,The Lobster Roll,French,medium,Harlem,11:16,23:35,4.8,1
323,The Burrito Bowl,Italian,cheap,Sunset Park,6:21,19:19,2.5,1
324,The Fish Fry,Thai,expensive,Park Slope,6:26,21:00,2.7,0
325,The Spice Hut,Japanese,expensive,Greenwich Village,10:04,21:38,4.9,0
326,The Seafood Nonet,Chinese,expensive,Bushwick,10:55,20:19,4.2,0
327,The Seafood Novemdecet,Greek,expensive,Greenwich Village,7:28,22:23,5,1
328,The Kebab Kitchen,Japanese,medium,Astoria,10:11,20:14,4.8,0
329,The Ramen House,Indian,cheap,Astoria,8:41,17:55,3.2,0
330,The Seafood Octet,Greek,cheap,Long Island City,8:17,21:03,1.6,0
331,The Ramen House,Indian,expensive,Sunset Park,8:58,21:07,2.3,1
332,The Crab Corner,Greek,expensive,Park Slope,7:10,20:14,1.7,0
333,The Seafood Sextet,Chinese,medium,Park Slope,9:38,22:03,2.6,1
334,Noodle Nook,Italian,cheap,Park Slope,9:08,20:27,1,0
335,The Seafood Undecet,Chinese,cheap,Greenwich Village,9:18,17:16,3.4,0
336,The Seafood Feast,Greek,cheap,Astoria,7:18,23:58,1.6,1
337,The Seafood Trigintet,Mexican,cheap,Park Slope,6:26,21:15,4.2,0
338,The Seafood Grill,Chinese,expensive,Sunset Park,8:52,21:05,2.5,0
339,The Coffee Corner,French,expensive,Inwood,11:44,23:22,3.5,0
340,The Seafood Trigintet,Mexican,cheap,Upper East Side,10:55,17:36,4.6,1
341,Seafood Sensations,Korean,expensive,Park Slope,8:02,19:36,2.3,0
342,The Breakfast Club,French,medium,Harlem,11:43,20:24,4.7,1
343,The BBQ Joint,Chinese,medium,Upper East Side,10:26,19:31,4.5,0
344,The Seafood Quindecet,Japanese,medium,Greenwich Village,6:19,19:13,3.5,0
345,The Curry House,Korean,medium,Upper East Side,11:25,21:59,4.9,1
346,The Hot Dog Stand,Mediterranean,cheap,Inwood,8:03,17:08,3.1,1
347,Tasty Tacos,Greek,cheap,Upper East Side,10:55,22:16,4.3,1
348,The Seafood Duovigintet,Japanese,expensive,Inwood,11:10,19:10,4.2,0
349,The Burrito Bowl,French,expensive,Greenwich Village,8:10,22:46,2.1,0
350,The Lobster Lounge,Mediterranean,medium,Long Island City,11:16,18:34,3.3,1
351,The Wok Stop,Mexican,medium,Harlem,11:51,18:18,1.8,1
352,Wing World,Mexican,expensive,Bushwick,8:45,23:24,1.4,1
